age,income,credit_score,loan_amount,loan_purpose,employment_years,debt_ratio,num_credit_lines,marital_status,education,loan_approved
21,62071,612,89147,Education,0,0.73,12,Married,Master,Rejected
44,106687,797,61714,Home,25,0.44,8,Married,Master,Approved
34,96924,775,134613,Home,14,0.47,9,Married,PhD,Rejected
29,81793,804,142711,Home,9,0.34,8,Single,Master,Rejected
39,74666,769,7478,Personal,20,0.38,8,Married,Master,Approved
34,54329,819,69546,Personal,16,0.3,8,Single,High School,Rejected
27,32230,685,124147,Personal,9,0.49,14,Married,High School,Rejected
71,106404,796,93373,Education,40,0.28,7,Single,Bachelor,Approved
18,48841,757,34974,Auto,0,0.42,2,Married,Bachelor,Rejected
39,80074,724,49183,Education,18,0.5,8,Single,Bachelor,Approved
43,69399,613,144490,Personal,23,0.54,5,Married,High School,Rejected
73,101631,818,105361,Business,40,0.5,6,Divorced,Bachelor,Rejected
35,61464,782,62148,Auto,16,0.2,4,Married,Bachelor,Approved
67,66574,691,117007,Home,40,0.59,1,Married,High School,Rejected
31,45688,760,117239,Education,10,0.45,13,Divorced,High School,Rejected
64,116378,819,113747,Auto,40,0.4,5,Married,Bachelor,Approved
46,85083,697,106245,Business,26,0.41,3,Single,Bachelor,Rejected
29,44152,737,28382,Auto,10,0.33,9,Single,High School,Approved
53,98930,750,31649,Education,35,0.28,4,Married,Bachelor,Approved
52,90622,745,115559,Personal,33,0.29,10,Married,Bachelor,Rejected
69,106949,590,103099,Home,40,0.54,2,Single,Bachelor,Approved
29,39450,684,35373,Personal,9,0.36,4,Single,High School,Approved
24,42011,709,27791,Personal,4,0.39,3,Divorced,Bachelor,Rejected
46,65247,619,28115,Education,24,0.36,3,Single,High School,Approved
28,71028,698,118109,Personal,8,0.25,5,Married,Master,Rejected
50,92251,850,88489,Personal,29,0.05,1,Single,High School,Approved
23,42943,624,28877,Education,4,0.47,5,Married,Bachelor,Rejected
64,88405,753,45273,Education,40,0.45,8,Single,High School,Approved
32,57433,660,61035,Business,10,0.35,10,Married,Bachelor,Rejected
49,82523,838,148477,Personal,28,0.19,12,Single,Bachelor,Approved
68,95131,698,116141,Auto,40,0.62,9,Married,High School,Rejected
28,82379,706,46767,Home,10,0.3,12,Married,Bachelor,Approved
40,53791,611,125456,Home,18,0.39,1,Single,High School,Rejected
43,68158,746,146045,Education,22,0.24,14,Married,High School,Rejected
51,75376,850,63565,Education,33,0.15,2,Married,Bachelor,Approved
63,86064,840,94461,Business,40,0.44,2,Single,High School,Rejected
51,120552,828,133577,Personal,30,0.12,6,Married,Master,Approved
46,83450,748,115159,Education,26,0.38,1,Single,Bachelor,Approved
21,54523,682,28091,Education,3,0.38,11,Married,Bachelor,Rejected
34,46272,850,24584,Home,15,0.18,1,Single,High School,Approved
52,94075,819,109861,Personal,31,0.16,2,Single,Bachelor,Approved
30,79327,819,127235,Business,12,0.23,12,Single,Bachelor,Approved
58,72399,822,119688,Education,36,0.26,13,Married,High School,Approved
56,137365,850,21550,Education,37,0.12,4,Married,Master,Approved
32,35540,742,138135,Education,14,0.18,2,Married,High School,Rejected
72,115144,850,97816,Home,40,0.36,4,Single,Master,Approved
46,62140,747,16631,Education,27,0.65,3,Single,High School,Approved
46,96275,832,6125,Education,26,0.5,3,Married,Master,Approved
28,50010,674,55581,Home,9,0.37,9,Married,Bachelor,Rejected
69,80752,760,27485,Education,40,0.52,8,Single,High School,Approved
49,60132,676,113539,Personal,28,0.52,12,Married,High School,Approved
19,51440,759,88554,Personal,0,0.3,12,Single,Bachelor,Rejected
64,132620,794,79398,Home,40,0.39,10,Married,PhD,Approved
31,44504,676,137762,Personal,13,0.5,9,Divorced,High School,Rejected
37,56822,688,20740,Business,16,0.52,1,Divorced,High School,Approved
39,57053,807,93560,Education,18,0.52,12,Married,Bachelor,Rejected
28,57063,776,90877,Business,6,0.2,5,Single,Bachelor,Approved
44,80062,597,14156,Personal,24,0.53,12,Married,Bachelor,Approved
20,47369,614,119968,Home,2,0.63,12,Married,Bachelor,Rejected
34,56191,624,101589,Home,14,0.57,4,Single,High School,Rejected
61,136435,789,68389,Business,40,0.19,11,Married,Master,Approved
73,108229,850,138880,Personal,40,0.15,14,Divorced,Bachelor,Approved
45,64001,786,75938,Education,24,0.42,9,Divorced,High School,Rejected
46,75173,655,72500,Personal,28,0.57,14,Single,Bachelor,Rejected
38,48091,714,65734,Personal,18,0.38,3,Married,Bachelor,Rejected
64,91278,766,145701,Home,40,0.31,5,Married,High School,Rejected
33,54903,824,37337,Auto,15,0.34,8,Single,Bachelor,Approved
54,57097,776,92095,Education,35,0.5,10,Married,High School,Rejected
37,68491,798,68829,Education,18,0.3,5,Married,Bachelor,Rejected
23,65394,656,74830,Home,2,0.42,9,Married,Master,Rejected
36,58443,669,51939,Personal,14,0.33,2,Single,High School,Approved
74,100612,850,17965,Home,40,0.22,6,Married,High School,Approved
22,68757,850,17228,Personal,0,0.2,5,Divorced,Master,Approved
20,84025,613,53419,Auto,0,0.43,9,Married,PhD,Approved
18,30319,850,101913,Auto,0,0.05,7,Married,Bachelor,Approved
55,99004,750,54229,Business,37,0.42,8,Single,Bachelor,Approved
32,65798,759,148894,Personal,10,0.32,7,Single,Bachelor,Rejected
51,106963,663,35070,Home,31,0.49,13,Married,Master,Approved
52,107948,657,129045,Home,33,0.44,10,Single,Master,Rejected
66,90280,678,12135,Home,40,0.36,10,Divorced,High School,Approved
42,77455,850,104093,Business,20,0.19,5,Single,Bachelor,Approved
41,77231,797,104626,Education,22,0.2,11,Married,Bachelor,Rejected
29,50037,790,44441,Home,9,0.25,13,Single,Bachelor,Approved
35,51971,765,121190,Auto,16,0.48,14,Divorced,Bachelor,Rejected
32,63959,658,101108,Home,14,0.62,5,Single,Bachelor,Rejected
61,135574,850,80043,Home,40,0.4,13,Single,PhD,Approved
33,51465,729,8062,Home,14,0.26,11,Single,High School,Approved
44,77029,761,95236,Education,25,0.28,4,Married,High School,Approved
25,65306,707,57214,Home,6,0.28,2,Single,Bachelor,Rejected
63,88959,784,58409,Education,40,0.51,14,Single,High School,Approved
42,60531,834,146940,Education,21,0.28,9,Single,High School,Approved
34,56731,725,73089,Business,14,0.34,10,Married,High School,Rejected
46,85265,633,99047,Auto,24,0.55,10,Single,Bachelor,Rejected
70,115574,850,22428,Home,40,0.26,12,Single,Master,Approved
25,60590,663,113283,Home,6,0.43,10,Single,Bachelor,Rejected
32,64536,682,39734,Home,14,0.49,10,Married,Bachelor,Approved
44,64748,704,70107,Education,24,0.36,3,Married,High School,Rejected
63,109336,715,91889,Personal,40,0.64,11,Married,Bachelor,Rejected
67,101988,682,117168,Auto,40,0.6,11,Divorced,Bachelor,Rejected
69,105946,821,89170,Home,40,0.39,3,Divorced,Bachelor,Approved
24,41975,739,147751,Personal,6,0.23,3,Single,High School,Rejected
20,38171,785,39782,Personal,0,0.24,8,Married,High School,Approved
46,76481,708,75160,Personal,26,0.38,6,Married,High School,Approved
61,107670,850,123296,Auto,40,0.19,1,Divorced,Bachelor,Approved
70,93912,762,58077,Personal,40,0.39,12,Married,Master,Approved
41,92433,685,33534,Home,20,0.6,13,Married,Master,Rejected
20,48978,662,43636,Home,0,0.36,14,Married,Bachelor,Rejected
37,79509,750,104108,Business,19,0.35,3,Divorced,Bachelor,Rejected
63,110439,693,55486,Education,40,0.48,4,Single,Master,Approved
32,29779,717,99096,Personal,14,0.43,13,Single,High School,Approved
42,72561,761,38435,Education,23,0.18,2,Single,High School,Approved
47,88254,778,38152,Education,27,0.28,6,Single,Master,Approved
31,55721,679,114620,Education,9,0.63,10,Married,High School,Rejected
24,61713,647,63952,Education,5,0.4,12,Single,Master,Rejected
34,82728,789,24638,Education,12,0.2,1,Single,PhD,Approved
61,108496,815,122436,Home,40,0.32,1,Divorced,Bachelor,Rejected
37,91661,850,21396,Auto,17,0.08,8,Married,Master,Approved
53,100065,850,141475,Personal,33,0.07,4,Married,Bachelor,Approved
26,57516,652,28838,Personal,5,0.5,1,Single,Bachelor,Approved
55,76922,777,43919,Home,36,0.35,7,Single,High School,Approved
65,74730,850,82895,Home,40,0.43,9,Married,High School,Rejected
74,86103,685,52995,Education,40,0.52,10,Married,High School,Approved
39,60542,623,80593,Auto,18,0.4,7,Single,Bachelor,Rejected
71,94325,795,136172,Personal,40,0.46,1,Divorced,High School,Rejected
70,98742,840,99191,Business,40,0.39,1,Divorced,High School,Rejected
70,91726,636,75514,Home,40,0.54,12,Divorced,High School,Approved
19,44990,627,15988,Business,0,0.62,1,Married,Bachelor,Rejected
41,104895,696,124392,Personal,22,0.38,8,Single,PhD,Rejected
25,92303,740,120137,Home,5,0.37,7,Married,PhD,Rejected
28,40195,720,82229,Personal,9,0.4,14,Married,Bachelor,Rejected
30,65938,810,106471,Home,12,0.33,3,Single,Master,Rejected
34,81267,696,43148,Personal,12,0.29,3,Married,Bachelor,Approved
25,38450,704,149895,Business,4,0.51,12,Single,Bachelor,Rejected
38,74310,801,29696,Auto,16,0.29,3,Married,Bachelor,Approved
35,59867,770,16629,Home,15,0.28,2,Single,High School,Approved
47,79737,624,139928,Business,26,0.48,14,Married,Master,Rejected
35,33657,724,36051,Personal,14,0.5,14,Single,High School,Rejected
63,117647,647,38469,Business,40,0.7,4,Married,Bachelor,Rejected
64,95270,648,77372,Home,40,0.53,7,Married,Bachelor,Approved
48,64043,748,48406,Business,29,0.47,9,Married,High School,Approved
55,80291,772,92754,Personal,37,0.5,3,Divorced,High School,Rejected
49,81795,744,40017,Education,31,0.33,10,Married,Bachelor,Approved
28,44262,753,15705,Auto,6,0.43,7,Divorced,High School,Approved
62,93179,802,91911,Auto,40,0.44,12,Single,Bachelor,Approved
42,55342,781,97469,Education,20,0.27,4,Single,Bachelor,Approved
50,104563,802,78654,Home,32,0.34,1,Single,Bachelor,Approved
55,87670,783,97185,Business,36,0.49,5,Single,Bachelor,Rejected
58,92979,809,50318,Business,37,0.35,8,Married,Bachelor,Approved
25,57798,590,138286,Education,3,0.44,3,Single,Bachelor,Rejected
28,59202,570,79070,Education,9,0.48,10,Married,Bachelor,Approved
39,84623,768,54869,Personal,19,0.48,4,Married,Bachelor,Approved
68,113451,684,8255,Personal,40,0.61,3,Married,Bachelor,Rejected
41,85465,757,125478,Auto,20,0.26,10,Married,Master,Approved
58,97219,802,32841,Home,38,0.6,14,Married,High School,Rejected
34,67677,687,10334,Home,14,0.42,14,Single,Bachelor,Approved
29,66016,694,110134,Education,8,0.48,8,Single,Master,Rejected
74,92904,775,45522,Auto,40,0.45,10,Married,High School,Approved
63,76905,749,35697,Auto,40,0.45,8,Married,High School,Approved
49,95338,850,146794,Personal,28,0.25,14,Married,Bachelor,Approved
32,53541,688,106936,Business,11,0.47,4,Divorced,High School,Rejected
33,49203,845,128935,Home,12,0.13,11,Married,High School,Approved
71,115817,710,21029,Auto,40,0.66,2,Married,PhD,Rejected
39,86544,784,70550,Personal,20,0.41,12,Single,Bachelor,Approved
45,74870,641,144280,Personal,27,0.52,3,Married,High School,Rejected
37,97270,607,80507,Personal,15,0.45,3,Married,PhD,Approved
50,115193,769,93719,Business,28,0.36,4,Single,PhD,Approved
27,51632,717,93499,Auto,8,0.27,11,Single,Bachelor,Rejected
57,80555,850,106383,Education,36,0.24,13,Married,High School,Rejected
49,114192,729,144199,Education,31,0.47,2,Single,Master,Rejected
67,99832,773,20646,Personal,40,0.46,2,Single,Bachelor,Approved
50,84256,729,27713,Personal,28,0.43,3,Married,Bachelor,Approved
19,58724,696,37267,Business,0,0.33,12,Single,Master,Approved
50,90498,754,8864,Personal,31,0.41,1,Divorced,Bachelor,Approved
50,71821,839,81197,Auto,32,0.29,8,Single,High School,Approved
58,101798,797,122201,Personal,39,0.25,6,Married,Bachelor,Approved
30,49933,733,77246,Personal,11,0.31,3,Married,High School,Rejected
47,79451,816,37380,Auto,29,0.32,1,Divorced,Bachelor,Approved
50,91344,619,46284,Home,32,0.57,3,Single,Bachelor,Rejected
30,61309,850,123178,Education,8,0.15,1,Married,High School,Approved
69,104368,759,128556,Personal,40,0.35,3,Married,Bachelor,Rejected
43,58195,778,60277,Auto,25,0.44,4,Married,High School,Rejected
39,48025,678,20316,Education,19,0.65,6,Married,High School,Rejected
56,83348,702,140960,Business,34,0.26,7,Married,Bachelor,Rejected
19,46271,774,16325,Home,0,0.18,7,Divorced,High School,Approved
55,110580,810,79922,Personal,37,0.46,9,Single,Bachelor,Approved
56,68103,756,118949,Home,34,0.37,8,Single,High School,Rejected
43,83137,758,135856,Personal,24,0.32,13,Married,Bachelor,Rejected
63,132248,731,109564,Personal,40,0.42,4,Single,Master,Approved
67,104595,816,81803,Personal,40,0.48,6,Divorced,Bachelor,Approved
32,58083,686,20419,Home,12,0.46,11,Married,Bachelor,Approved
51,146908,847,50854,Business,33,0.4,1,Married,PhD,Approved
59,70946,782,138976,Auto,40,0.55,8,Single,High School,Rejected
72,116325,850,114796,Auto,40,0.38,6,Single,High School,Approved
61,104099,788,104427,Business,39,0.36,2,Married,Bachelor,Rejected
66,102904,737,85535,Business,40,0.46,8,Divorced,High School,Approved
57,116993,850,93855,Personal,36,0.16,4,Divorced,PhD,Approved
28,31744,786,32633,Personal,6,0.44,9,Single,High School,Rejected
20,37200,827,121958,Auto,2,0.3,4,Single,Bachelor,Rejected
23,45489,696,29055,Personal,1,0.15,1,Single,Bachelor,Rejected
26,43577,850,139718,Personal,7,0.41,7,Divorced,High School,Rejected
23,57168,762,149245,Business,1,0.28,10,Single,Bachelor,Approved
26,20385,845,12025,Home,5,0.11,5,Single,High School,Rejected
56,102068,773,17549,Education,37,0.22,10,Single,Bachelor,Approved
48,83949,642,19853,Education,30,0.6,11,Single,High School,Rejected
49,117321,721,66156,Personal,31,0.27,12,Divorced,Master,Approved
58,127594,850,147398,Personal,38,0.4,5,Married,PhD,Rejected
67,85719,809,139535,Education,40,0.19,4,Single,High School,Approved
29,42579,639,32163,Business,9,0.67,6,Single,High School,Rejected
25,55860,714,103136,Education,6,0.36,1,Single,Bachelor,Rejected
25,52025,712,128296,Education,6,0.25,3,Single,High School,Rejected
67,107899,745,19075,Education,40,0.48,11,Single,Master,Approved
45,74637,674,99245,Personal,25,0.66,12,Married,Bachelor,Rejected
37,40685,831,48315,Personal,16,0.29,7,Single,High School,Approved
64,124277,769,108245,Education,40,0.24,11,Single,Master,Approved
24,65013,598,21010,Personal,6,0.69,8,Single,Bachelor,Rejected
28,59290,770,111548,Education,9,0.33,12,Married,Master,Rejected
37,84887,763,5605,Business,16,0.31,9,Married,Master,Approved
33,59790,837,42315,Personal,13,0.05,1,Married,High School,Approved
21,39345,679,13652,Home,1,0.34,4,Married,High School,Approved
23,85727,829,125179,Personal,2,0.15,2,Married,PhD,Approved
39,76601,849,98439,Business,19,0.27,2,Single,Master,Approved
43,69194,850,85266,Business,21,0.05,1,Divorced,High School,Approved
20,61140,659,43541,Personal,2,0.54,5,Single,Master,Approved
58,115701,718,69658,Auto,40,0.13,2,Married,Bachelor,Approved
59,94491,850,61327,Education,40,0.06,4,Married,High School,Approved
31,68344,787,98434,Education,11,0.21,9,Married,Master,Approved
28,44788,629,48654,Business,8,0.54,11,Divorced,High School,Rejected
35,92185,726,20930,Personal,16,0.28,3,Married,Master,Approved
71,84936,765,135682,Auto,40,0.3,8,Divorced,High School,Rejected
29,62788,730,139590,Home,11,0.42,10,Married,Bachelor,Rejected
40,43633,720,11775,Education,18,0.33,13,Divorced,High School,Approved
29,65490,691,10378,Auto,10,0.54,6,Divorced,Bachelor,Approved
30,60937,850,51402,Education,11,0.31,10,Divorced,Bachelor,Approved
42,72140,758,84712,Personal,22,0.32,5,Married,High School,Rejected
62,110208,628,30060,Education,40,0.69,2,Single,Bachelor,Rejected
68,100928,721,132067,Home,40,0.36,11,Single,Bachelor,Rejected
36,47036,755,133334,Personal,17,0.38,13,Married,High School,Rejected
72,109235,850,123684,Business,40,0.32,3,Divorced,Master,Rejected
63,84925,834,98104,Auto,40,0.05,8,Married,High School,Approved
53,106370,627,27765,Education,35,0.48,12,Divorced,Bachelor,Approved
62,87437,798,121677,Personal,40,0.6,12,Married,Bachelor,Rejected
25,39142,801,99385,Personal,3,0.54,9,Single,Bachelor,Rejected
46,74589,826,107649,Education,24,0.27,11,Single,High School,Approved
72,118289,832,13174,Business,40,0.32,11,Single,Bachelor,Approved
70,95168,787,50820,Education,40,0.4,7,Single,Bachelor,Approved
72,94531,822,131518,Business,40,0.4,1,Married,Bachelor,Approved
49,114571,769,77582,Education,27,0.45,12,Divorced,Master,Approved
68,103764,802,140258,Personal,40,0.38,12,Married,Bachelor,Rejected
61,81054,755,21722,Home,40,0.3,13,Married,High School,Approved
35,62946,755,113157,Home,15,0.37,13,Single,High School,Rejected
23,41034,679,76504,Personal,4,0.5,6,Single,High School,Rejected
35,62866,576,115760,Home,17,0.79,7,Married,High School,Rejected
36,42575,785,45452,Business,14,0.28,12,Single,High School,Approved
39,65248,719,33270,Personal,21,0.38,6,Single,High School,Approved
54,96462,795,46129,Business,36,0.3,10,Married,High School,Approved
49,82907,777,11387,Personal,31,0.4,11,Single,High School,Approved
73,99198,790,29394,Business,40,0.5,13,Divorced,High School,Approved
58,104031,768,132113,Business,40,0.32,2,Single,High School,Rejected
20,34276,837,81827,Home,0,0.05,13,Single,High School,Rejected
45,73848,750,116110,Personal,23,0.5,9,Single,Bachelor,Rejected
27,64271,778,40241,Education,7,0.37,3,Single,Bachelor,Approved
68,78942,827,33337,Home,40,0.3,6,Married,High School,Approved
52,87776,828,105992,Business,30,0.27,6,Married,Bachelor,Approved
46,74880,728,9804,Business,26,0.4,8,Married,High School,Approved
71,57826,850,62450,Education,40,0.25,13,Married,High School,Approved
32,49024,765,64529,Education,11,0.26,4,Single,High School,Approved
50,95996,850,127766,Business,32,0.16,6,Married,Bachelor,Rejected
24,38140,737,36334,Education,3,0.25,1,Single,Bachelor,Rejected
29,49758,728,68452,Auto,11,0.44,9,Single,High School,Rejected
66,91899,850,142583,Home,40,0.14,12,Married,High School,Approved
47,97839,740,112018,Personal,25,0.52,9,Married,Master,Rejected
38,71894,762,44440,Education,20,0.17,7,Married,High School,Approved
48,83789,779,68118,Education,30,0.37,11,Single,High School,Approved
41,97899,710,90263,Auto,21,0.42,13,Single,Master,Approved
37,73757,754,131775,Personal,16,0.47,1,Divorced,Master,Rejected
54,95826,694,54217,Auto,34,0.47,3,Single,Bachelor,Approved
21,61344,745,73517,Personal,3,0.34,12,Single,Bachelor,Rejected
45,62353,768,148857,Home,23,0.32,5,Single,High School,Rejected
61,105542,850,59740,Education,40,0.44,4,Single,High School,Approved
37,77191,793,106119,Home,17,0.39,5,Single,Bachelor,Rejected
41,80095,840,18950,Personal,22,0.3,7,Married,High School,Approved
67,94326,740,77209,Education,40,0.41,9,Married,Bachelor,Approved
66,118453,782,72278,Auto,40,0.32,1,Divorced,Master,Approved
68,134398,823,43488,Business,40,0.26,5,Single,PhD,Approved
49,79561,842,41277,Auto,29,0.29,3,Single,High School,Approved
58,91614,778,8534,Business,36,0.42,3,Married,Bachelor,Approved
53,81423,778,85221,Auto,35,0.21,11,Married,Bachelor,Approved
70,123781,714,76121,Personal,40,0.52,2,Married,Master,Approved
51,72835,850,79090,Home,31,0.27,6,Married,High School,Approved
53,76293,850,114777,Business,34,0.05,14,Single,High School,Rejected
19,23071,701,6634,Personal,0,0.43,6,Married,High School,Rejected
32,52238,831,21908,Home,14,0.05,3,Married,High School,Approved
51,64231,850,85653,Home,30,0.2,1,Single,High School,Approved
53,91058,612,72258,Education,32,0.71,7,Divorced,Bachelor,Rejected
23,39712,684,74400,Education,2,0.51,2,Married,Bachelor,Rejected
56,80908,740,121107,Education,38,0.5,8,Single,High School,Rejected
59,108538,771,134468,Business,40,0.18,3,Single,Bachelor,Approved
68,96514,795,117436,Business,40,0.32,1,Single,High School,Rejected
68,116938,850,36131,Home,40,0.54,10,Married,Master,Approved
71,129678,730,66760,Business,40,0.45,9,Single,Master,Approved
29,75772,693,72370,Home,7,0.52,5,Single,PhD,Approved
20,44801,540,134841,Personal,0,0.62,1,Single,Master,Rejected
62,76636,751,59470,Auto,40,0.45,10,Married,High School,Approved
35,38745,749,124688,Home,13,0.17,11,Married,High School,Rejected
57,87371,735,58283,Home,37,0.44,6,Married,Bachelor,Approved
38,108711,783,135263,Personal,19,0.31,10,Single,Master,Rejected
32,29497,744,138425,Education,10,0.16,3,Divorced,High School,Rejected
50,84374,741,18878,Education,30,0.48,11,Married,High School,Approved
52,107748,679,122743,Education,32,0.53,4,Divorced,Master,Rejected
43,66746,696,81668,Home,23,0.34,8,Married,High School,Rejected
25,43442,767,13203,Home,5,0.4,5,Married,Bachelor,Approved
53,96254,816,15322,Business,32,0.05,12,Married,Bachelor,Approved
65,80860,720,81831,Business,40,0.52,6,Single,High School,Rejected
47,78227,701,40925,Auto,26,0.47,10,Married,High School,Approved
40,83555,754,27247,Auto,19,0.39,4,Married,Bachelor,Approved
59,102151,841,112930,Business,39,0.16,6,Married,Bachelor,Approved
61,134306,850,124496,Home,40,0.1,3,Divorced,PhD,Approved
31,50827,614,82631,Personal,11,0.65,10,Married,High School,Rejected
31,50316,773,51335,Business,11,0.2,12,Single,High School,Approved
19,55241,732,93961,Home,0,0.37,1,Single,Bachelor,Rejected
72,114958,850,39723,Business,40,0.2,6,Married,Bachelor,Approved
54,83711,850,9991,Education,36,0.05,14,Married,High School,Approved
22,46227,745,18763,Business,4,0.42,13,Single,Bachelor,Approved
55,89116,805,49863,Education,34,0.44,1,Single,High School,Approved
62,88437,850,22408,Home,40,0.1,10,Married,High School,Approved
58,89637,741,119177,Education,39,0.52,12,Married,High School,Rejected
71,95303,850,94767,Business,40,0.27,3,Divorced,High School,Approved
64,114755,850,6011,Education,40,0.19,12,Married,Bachelor,Approved
31,62608,850,43392,Personal,10,0.18,8,Married,Bachelor,Approved
73,99128,677,63990,Education,40,0.48,7,Married,Bachelor,Approved
56,133470,849,83780,Education,37,0.06,8,Divorced,Master,Approved
42,79803,834,28536,Auto,23,0.16,10,Married,High School,Approved
37,42319,759,92746,Personal,15,0.41,10,Divorced,High School,Rejected
19,20882,709,10585,Home,0,0.39,2,Divorced,High School,Rejected
56,77639,741,62210,Education,37,0.2,10,Divorced,High School,Approved
23,56485,662,141528,Personal,2,0.54,7,Single,Bachelor,Rejected
34,87351,836,127365,Home,16,0.18,14,Single,Bachelor,Approved
42,72937,751,14775,Personal,22,0.32,4,Single,Bachelor,Approved
74,91692,825,19099,Auto,40,0.3,1,Single,High School,Approved
45,59973,850,107341,Home,25,0.3,11,Single,High School,Rejected
19,62001,722,46842,Home,0,0.32,3,Single,Bachelor,Rejected
52,83248,775,62163,Education,30,0.32,5,Single,High School,Approved
54,87753,796,127863,Business,34,0.31,14,Married,Bachelor,Rejected
22,55476,748,100608,Home,1,0.32,10,Married,PhD,Rejected
18,40375,679,145931,Home,0,0.51,8,Single,High School,Rejected
57,93275,810,114478,Auto,36,0.32,2,Married,Bachelor,Rejected
29,63927,647,60700,Auto,7,0.45,2,Married,Bachelor,Approved
73,92936,791,7539,Auto,40,0.37,8,Married,High School,Approved
53,79157,696,113609,Education,35,0.4,14,Divorced,Bachelor,Rejected
62,81932,755,83735,Home,40,0.47,9,Single,High School,Rejected
40,53458,836,62824,Auto,18,0.18,10,Single,High School,Approved
64,98242,755,17281,Auto,40,0.44,13,Married,Bachelor,Approved
48,101661,729,14946,Personal,27,0.32,13,Single,Master,Approved
28,47513,758,129128,Personal,9,0.21,1,Married,High School,Approved
27,55393,790,129016,Auto,5,0.47,14,Single,High School,Rejected
20,64722,816,81427,Education,0,0.29,2,Single,Master,Approved
71,134911,757,31111,Business,40,0.41,4,Single,Master,Approved
31,55231,804,38290,Personal,10,0.05,12,Single,Bachelor,Approved
33,62652,706,9837,Personal,14,0.46,3,Married,High School,Approved
27,63688,680,16801,Home,5,0.74,1,Married,Master,Rejected
46,56829,676,134342,Home,24,0.35,4,Single,High School,Rejected
27,45907,719,102157,Auto,7,0.31,11,Single,Bachelor,Rejected
29,20000,779,45916,Home,9,0.28,13,Single,High School,Rejected
47,97040,755,149137,Home,29,0.43,11,Single,Bachelor,Rejected
58,71098,774,67546,Business,36,0.3,2,Divorced,High School,Approved
18,59081,680,50474,Education,0,0.45,10,Single,Bachelor,Rejected
22,32757,667,98766,Auto,3,0.61,5,Married,High School,Rejected
37,38451,692,41388,Business,16,0.48,1,Divorced,High School,Rejected
25,42822,687,81167,Auto,6,0.32,14,Single,Bachelor,Rejected
60,120406,825,100364,Education,39,0.18,8,Married,Master,Approved
29,69700,766,79667,Auto,9,0.29,10,Divorced,PhD,Approved
18,35899,623,84843,Home,0,0.33,2,Married,High School,Rejected
74,89836,850,8709,Education,40,0.15,11,Married,Bachelor,Approved
71,97610,801,53754,Business,40,0.51,3,Married,Bachelor,Approved
37,58987,707,91257,Business,18,0.44,3,Married,High School,Rejected
45,70676,792,10094,Personal,24,0.19,4,Single,High School,Approved
74,112977,849,145487,Business,40,0.08,7,Divorced,Bachelor,Approved
60,106934,745,12472,Personal,40,0.46,13,Married,Master,Approved
54,94415,822,41131,Home,35,0.1,9,Married,Bachelor,Approved
64,115929,850,89943,Business,40,0.36,3,Divorced,Bachelor,Approved
54,95917,800,88737,Education,36,0.29,1,Married,Bachelor,Approved
29,46442,595,28115,Personal,9,0.47,11,Single,High School,Approved
54,97624,768,32961,Business,34,0.47,10,Single,Bachelor,Approved
66,118012,850,52083,Home,40,0.23,1,Married,Bachelor,Approved
66,85340,779,52182,Education,40,0.48,12,Married,High School,Approved
73,106100,850,132987,Education,40,0.31,11,Married,Master,Rejected
61,80321,819,7017,Home,40,0.35,6,Divorced,High School,Approved
73,136888,850,140295,Business,40,0.36,5,Divorced,PhD,Approved
45,53304,708,66852,Auto,26,0.69,10,Married,High School,Rejected
64,84555,844,55509,Business,40,0.33,7,Single,High School,Approved
32,48754,834,11531,Personal,12,0.1,7,Married,High School,Approved
23,40334,675,140738,Personal,2,0.24,3,Married,Bachelor,Rejected
61,93268,698,49023,Business,40,0.46,7,Married,High School,Approved
37,74744,709,45059,Personal,15,0.31,9,Married,Bachelor,Approved
67,109549,668,45023,Auto,40,0.35,8,Married,Bachelor,Approved
31,44524,739,9236,Auto,10,0.29,3,Single,Bachelor,Approved
19,30791,850,110109,Education,0,0.05,10,Single,High School,Approved
26,52574,697,131682,Personal,4,0.23,5,Married,Bachelor,Rejected
54,75690,815,29941,Business,33,0.34,13,Single,High School,Approved
37,72133,850,98067,Education,16,0.08,13,Single,Bachelor,Approved
43,70274,824,106349,Auto,25,0.17,14,Single,High School,Approved
46,96591,838,81629,Education,25,0.3,8,Married,Master,Approved
18,34957,734,16651,Home,0,0.3,2,Single,Bachelor,Approved
72,104733,850,95380,Personal,40,0.41,14,Married,Bachelor,Approved
52,108669,775,54823,Business,30,0.31,14,Married,Bachelor,Approved
23,27576,730,149661,Auto,1,0.4,7,Married,High School,Rejected
54,91473,800,44768,Education,34,0.24,11,Married,High School,Approved
70,120388,744,90558,Business,40,0.38,10,Single,Master,Approved
22,53492,594,117784,Personal,1,0.57,10,Married,Master,Rejected
50,73534,785,109389,Business,31,0.39,7,Divorced,High School,Rejected
66,104831,850,136306,Personal,40,0.31,11,Married,Bachelor,Rejected
68,111552,850,77370,Personal,40,0.21,12,Divorced,Bachelor,Approved
